Player,Nation,POS,Age,90s,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Unnamed: 17_level_0_Int,Unnamed: 18_level_0_Tkl+Int,Clr,Err,Unnamed: 21_level_0_Matches,Team
Miguel Berry,ESP,FW,26,6.3,7,1,2,2,3,0,2,0.0,2,8,1,7,1,8,6,0,Matches,LA Galaxy
John Nelson,USA,DF,25,3.5,7,5,3,4,0,3,5,60.0,2,2,1,1,3,10,18,1,Matches,LA Galaxy
Novak Mićović,SRB,GK,22,2.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches,LA Galaxy
Jonathan Perez,MEX,FW,21,1.5,3,3,1,2,0,3,5,60.0,2,1,0,1,0,3,3,0,Matches,LA Galaxy
Eriq Zavaleta,SLV,DF,31,1.8,3,2,3,0,0,2,2,100.0,0,3,3,0,2,5,9,0,Matches,LA Galaxy
Tucker Lepley,USA,MF,22,0.5,0,0,0,0,0,0,1,0.0,1,2,0,2,1,1,1,0,Matches,LA Galaxy
Mauricio Cuevas,USA,FW,21,1.7,5,2,2,2,1,1,1,100.0,0,2,1,1,1,6,5,0,Matches,LA Galaxy
Daniel Aguirre,USA,MF,25,1.2,5,1,3,1,1,2,5,40.0,3,0,0,0,1,6,3,0,Matches,LA Galaxy
Carlos Garcés,COL,DF,22,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches,LA Galaxy
Isaiah Parente,USA,MF,24,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches,LA Galaxy
Rubén Ramos,USA,MF,17,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches,LA Galaxy
Yohei Takaoka,JPN,GK,28,20.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,6,2,Matches,Vancouver Whitecaps
Ryan Gauld, SCO,FW,28,19.5,43,24,11,23,9,17,32,53.1,15,23,0,23,6,49,9,0,Matches,Vancouver Whitecaps
Brian White,USA,FW,28,17.4,8,4,2,3,3,3,10,30.0,7,10,0,10,6,14,31,0,Matches,Vancouver Whitecaps
Ranko Veselinović,SRB,DF,25,16.7,14,10,11,3,0,6,11,54.5,5,21,10,11,8,22,92,1,Matches,Vancouver Whitecaps
Pedro Vite,ECU,MF,22,15.3,29,23,11,14,4,11,27,40.7,16,15,3,12,18,47,12,1,Matches,Vancouver Whitecaps
Tristan Blackmon,USA,DF,27,14.0,6,5,5,1,0,4,5,80.0,1,15,9,6,10,16,61,0,Matches,Vancouver Whitecaps
Andrés Cubas,PAR,MF,28,13.4,49,29,16,28,5,19,37,51.4,18,23,4,19,30,79,9,0,Matches,Vancouver Whitecaps
Mathías Laborda,URU,DF,24,13.3,28,17,23,5,0,20,36,55.6,16,16,7,9,23,51,41,1,Matches,Vancouver Whitecaps
Alessandro Schöpf,AUT,MF,30,11.7,12,9,5,6,1,7,19,36.8,12,11,1,10,8,20,13,0,Matches,Vancouver Whitecaps
Ali Ahmed,CAN,MF,23,10.7,21,13,10,9,2,13,31,41.9,18,11,0,11,19,40,10,0,Matches,Vancouver Whitecaps
Ryan Raposo,CAN,DF,25,10.2,19,9,15,2,2,11,15,73.3,4,8,6,2,16,35,10,0,Matches,Vancouver Whitecaps
Javain Brown,JAM,DF,25,10.0,14,9,8,6,0,10,12,83.3,2,14,8,6,9,23,35,1,Matches,Vancouver Whitecaps
Fafà Picault,HAI,FW,33,9.8,9,5,2,5,2,4,13,30.8,9,12,2,10,8,17,9,0,Matches,Vancouver Whitecaps
Bjørn Inge Utvik,NOR,DF,28,7.8,10,7,6,3,1,6,6,100.0,0,4,2,2,3,13,37,0,Matches,Vancouver Whitecaps
Sebastian Berhalter,USA,MF,23,9.0,24,13,10,9,5,13,28,46.4,15,18,4,14,8,32,15,1,Matches,Vancouver Whitecaps
Luís Martins,POR,DF,32,7.2,8,6,5,2,1,5,9,55.6,4,5,1,4,8,16,9,0,Matches,Vancouver Whitecaps
Damir Kreilach,CRO,FW,35,4.2,1,1,0,1,0,1,3,33.3,2,2,0,2,2,3,6,0,Matches,Vancouver Whitecaps
Levonte Johnson,CAN,FW,25,3.7,5,5,4,1,0,2,3,66.7,1,4,0,4,1,6,1,0,Matches,Vancouver Whitecaps
Sam Adekugbe,CAN,MF,29,2.6,3,1,2,1,0,1,1,100.0,0,1,0,1,2,5,3,0,Matches,Vancouver Whitecaps
Giuseppe Bovalina,AUS,FW,19,1.6,1,1,0,1,0,1,1,100.0,0,0,0,0,0,1,4,0,Matches,Vancouver Whitecaps
Ralph Priso-Mbongue,CAN,MF,21,0.8,2,1,1,1,0,1,3,33.3,2,3,1,2,0,2,2,0,Matches,Vancouver Whitecaps
Jay Herdman,NZL,FW,19,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches,Vancouver Whitecaps
Cyprian Kachwele,TAN,MF,19,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches,Vancouver Whitecaps
Brad Stuver,USA,GK,33,21.0,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,16,2,Matches,Austin FC
Jáder Obrian,COL,FW,29,15.7,16,7,9,4,3,7,28,25.0,21,24,2,22,10,26,6,0,Matches,Austin FC
Alexander Ring,FIN,MF,33,18.9,33,19,19,9,5,11,44,25.0,33,20,12,8,23,56,34,1,Matches,Austin FC
Jon Gallagher,IRL,DF,28,17.9,29,22,20,7,2,15,28,53.6,13,18,6,12,9,38,37,0,Matches,Austin FC
Diego Rubio,CHI,FW,31,16.1,22,14,8,9,5,13,28,46.4,15,17,1,16,7,29,6,0,Matches,Austin FC
Brendan Hines-Ike,USA,DF,29,16.5,17,10,11,5,1,8,12,66.7,4,26,23,3,6,23,56,1,Matches,Austin FC
Sebastián Driussi,ARG,MF,28,14.5,14,10,6,3,5,4,14,28.6,10,11,1,10,4,18,11,1,Matches,Austin FC
Guilherme Biro,BRA,DF,24,13.9,30,19,14,9,7,15,21,71.4,6,18,5,13,16,46,35,0,Matches,Austin FC
Daniel Pereira,VEN,MF,23,13.6,18,8,6,9,3,8,20,40.0,12,16,4,12,16,34,11,1,Matches,Austin FC
Julio Cascante,CRC,DF,30,12.5,16,12,10,6,0,8,19,42.1,11,15,13,2,16,32,49,0,Matches,Austin FC
Owen Wolff,USA,FW,19,12.4,16,8,7,4,5,11,19,57.9,8,13,3,10,4,20,19,0,Matches,Austin FC
Jhojan Valencia,COL,MF,27,10.1,24,15,9,12,3,8,20,40.0,12,9,4,5,9,33,23,0,Matches,Austin FC
Emiliano Rigoni,ARG,FW,31,7.8,8,4,5,2,1,6,10,60.0,4,10,5,5,4,12,10,0,Matches,Austin FC
Ethan Finlay,USA,FW,33,7.5,12,6,4,4,4,7,14,50.0,7,6,1,5,0,12,7,0,Matches,Austin FC
Leo Väisänen,FIN,DF,26,7.0,11,7,9,2,0,6,8,75.0,2,10,8,2,3,14,32,1,Matches,Austin FC
Matt Hedges,USA,DF,34,6.2,5,2,5,0,0,4,4,100.0,0,10,7,3,8,13,36,0,Matches,Austin FC
Žan Kolmanič,SVN,DF,24,5.6,10,9,7,1,2,3,5,60.0,2,1,1,0,2,12,18,0,Matches,Austin FC
Gyasi Zardes,USA,FW,32,7.1,15,12,7,7,1,6,8,75.0,2,5,2,3,4,19,14,0,Matches,Austin FC
Hector Jiménez,USA,DF,35,4.4,5,3,4,1,0,2,6,33.3,4,2,1,1,5,10,7,0,Matches,Austin FC
CJ Fodrey,USA,FW,20,1.8,2,0,0,1,1,1,4,25.0,3,1,0,1,1,3,0,0,Matches,Austin FC
Alonso Ramírez,MEX,MF,22,0.3,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,Matches,Austin FC
Bryant Farkarlun,USA,FW,22,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches,Austin FC
Artur,BRA,MF,28,20.9,42,30,21,19,2,22,41,53.7,19,23,7,16,12,54,34,2,Matches,Houston Dynamo
Aliyu Ibrahim,NGA,FW,22,19.8,25,17,8,8,9,12,26,46.2,14,16,1,15,7,32,13,0,Matches,Houston Dynamo
Griffin Dorsey,USA,DF,25,17.8,26,16,14,10,2,13,24,54.2,11,11,3,8,9,35,37,0,Matches,Houston Dynamo
Micael,BRA,DF,23,18.8,30,20,24,6,0,15,26,57.7,11,26,21,5,22,52,86,1,Matches,Houston Dynamo
Steve Clark,USA,GK,38,17.8,0,0,0,0,0,0,0,,0,0,0,0,0,0,8,1,Matches,Houston Dynamo
Amine Bassi,FRA,MF,26,17.3,10,6,1,5,4,5,14,35.7,9,9,0,9,4,14,3,0,Matches,Houston Dynamo
Sebastian Kowalczyk,POL,FW,25,16.1,12,8,2,4,6,6,13,46.2,7,16,1,15,10,22,6,0,Matches,Houston Dynamo
Adalberto Carrasquilla,PAN,FW,25,15.6,19,10,5,10,4,14,24,58.3,10,13,3,10,10,29,5,1,Matches,Houston Dynamo
Erik Sviatchenko,DEN,DF,32,14.2,15,11,11,3,1,6,9,66.7,3,12,10,2,17,32,47,1,Matches,Houston Dynamo
Héctor Herrera,MEX,MF,34,11.0,15,8,6,7,2,9,21,42.9,12,7,0,7,11,26,10,2,Matches,Houston Dynamo
Franco Escobar,ARG,DF,29,10.7,48,29,27,14,7,34,50,68.0,16,15,1,14,13,61,17,0,Matches,Houston Dynamo
Latif Blessing,GHA,FW,27,8.0,14,11,7,6,1,3,10,30.0,7,6,0,6,7,21,7,1,Matches,Houston Dynamo
Daniel Steres,USA,DF,33,8.7,21,16,14,5,2,12,14,85.7,2,9,2,7,4,25,25,1,Matches,Houston Dynamo
Ethan Bartlow,USA,DF,24,8.4,16,10,13,3,0,11,14,78.6,3,16,10,6,3,19,38,0,Matches,Houston Dynamo
Tate Schmitt,USA,DF,27,4.5,7,6,6,1,0,5,8,62.5,3,5,1,4,5,12,7,1,Matches,Houston Dynamo
Ján Greguš,SVK,MF,33,4.2,4,4,1,3,0,1,4,25.0,3,3,0,3,4,8,1,1,Matches,Houston Dynamo
Sebastián Ferreira,PAR,FW,26,4.3,4,2,0,3,1,1,7,14.3,6,3,0,3,0,4,2,0,Matches,Houston Dynamo
Andrew Tarbell,USA,GK,30,3.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,Matches,Houston Dynamo
Brooklyn Raines,USA,MF,19,2.8,4,3,3,1,0,0,1,0.0,1,3,0,3,0,4,1,1,Matches,Houston Dynamo
Gabe Segal,USA,FW,23,2.1,2,1,0,2,0,1,3,33.3,2,1,0,1,0,2,2,0,Matches,Houston Dynamo
Brad Smith,AUS,FW,30,3.6,7,3,5,1,1,3,9,33.3,6,3,1,2,0,7,7,0,Matches,Houston Dynamo
McKinze Gaines,USA,MF,26,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches,Houston Dynamo
Jefferson Valverde,ECU,DF,25,0.1,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,Matches,Houston Dynamo
Andreas Maxsø,DEN,DF,30,22.0,17,10,13,4,0,9,14,64.3,5,29,22,7,15,32,93,0,Matches,Colorado Rapids
Zack Steffen,USA,GK,29,22.0,1,0,1,0,0,1,2,50.0,1,0,0,0,0,1,12,1,Matches,Colorado Rapids
Cole Bassett,USA,MF,22,21.8,53,30,21,26,6,30,64,46.9,34,29,3,26,18,71,24,2,Matches,Colorado Rapids
Djordje Mihailovic,USA,MF,25,20.4,15,14,2,7,6,10,23,43.5,13,16,2,14,11,26,7,0,Matches,Colorado Rapids
Rafael Navarro,BRA,FW,24,19.2,38,23,10,19,9,9,22,40.9,13,34,3,31,6,44,6,0,Matches,Colorado Rapids
Keegan Rosenberry,USA,DF,30,19.7,20,12,13,5,2,13,21,61.9,8,26,11,15,29,49,48,0,Matches,Colorado Rapids
Sam Vines,USA,DF,25,18.6,22,12,17,3,2,19,28,67.9,9,22,6,16,20,42,37,1,Matches,Colorado Rapids
Oliver Larraz,USA,MF,22,15.5,43,24,15,24,4,21,49,42.9,28,24,4,20,23,66,19,0,Matches,Colorado Rapids
Moïse Bombito,CAN,DF,24,15.2,27,19,18,8,1,15,19,78.9,4,13,9,4,19,46,65,1,Matches,Colorado Rapids
Kevin Cabral,FRA,FW,24,12.1,12,6,5,5,2,5,19,26.3,14,16,2,14,10,22,12,1,Matches,Colorado Rapids
Omir Fernandez,USA,FW,25,12.3,18,11,4,9,5,8,18,44.4,10,12,1,11,7,25,7,0,Matches,Colorado Rapids
Calvin Harris, ENG,FW,24,11.2,15,8,3,8,4,12,27,44.4,15,13,1,12,0,15,4,1,Matches,Colorado Rapids
Connor Ronan,IRL,MF,26,8.6,18,11,8,8,2,10,26,38.5,16,8,0,8,9,27,7,0,Matches,Colorado Rapids
Lalas Abubakar,GHA,DF,29,6.7,4,3,3,1,0,2,2,100.0,0,4,4,0,10,14,33,0,Matches,Colorado Rapids
Darren Yapi,USA,FW,19,5.4,11,6,2,6,3,3,6,50.0,3,4,0,4,2,13,2,0,Matches,Colorado Rapids
Sebastian Anderson,USA,DF,21,3.5,4,3,3,1,0,3,10,30.0,7,5,1,4,6,10,11,0,Matches,Colorado Rapids
Jackson Travis,USA,DF,20,1.7,4,2,2,0,2,1,2,50.0,1,2,0,2,0,4,5,0,Matches,Colorado Rapids
Jasper Löffelsend,GER,MF,26,2.5,13,6,7,6,0,9,13,69.2,4,4,1,3,2,15,4,1,Matches,Colorado Rapids
Jonathan Lewis,USA,FW,27,2.0,4,3,2,1,1,1,2,50.0,1,1,0,1,0,4,1,0,Matches,Colorado Rapids
Kimani Stewart-Baynes,CAN,MF,19,0.7,2,1,0,1,1,2,4,50.0,2,1,0,1,0,2,0,0,Matches,Colorado Rapids
Michael Edwards,USA,DF,23,0.4,2,1,2,0,0,2,2,100.0,0,0,0,0,1,3,0,0,Matches,Colorado Rapids
Lamine Diack,SEN,FW,23,0.2,3,2,3,0,0,1,1,100.0,0,0,0,0,2,5,0,0,Matches,Colorado Rapids
Wayne Frederick,TRI,MF,20,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches,Colorado Rapids
Juan David Mosquera,COL,DF,21,19.5,39,26,26,8,5,19,40,47.5,21,21,3,18,13,52,39,1,Matches,Portland Timbers
Santiago Moreno,COL,FW,24,17.1,37,25,8,15,14,15,29,51.7,14,25,2,23,8,45,6,0,Matches,Portland Timbers
Evander,BRA,MF,26,17.3,23,15,8,8,7,13,27,48.1,14,14,1,13,3,26,6,0,Matches,Portland Timbers
Diego Chará,COL,MF,38,17.1,52,33,24,26,2,23,32,71.9,9,11,2,9,24,76,23,2,Matches,Portland Timbers
Jonathan Rodríguez,URU,FW,30,16.9,9,6,5,4,0,4,8,50.0,4,11,0,11,5,14,16,0,Matches,Portland Timbers
Kamal Miller,CAN,DF,27,15.0,12,8,11,1,0,10,13,76.9,3,18,13,5,13,25,63,1,Matches,Portland Timbers
Antony,BRA,FW,22,14.6,32,24,13,12,7,11,25,44.0,14,17,1,16,13,45,11,0,Matches,Portland Timbers
Dario Župarić,BIH,DF,32,14.3,30,20,23,5,2,15,23,65.2,8,23,12,11,17,47,73,1,Matches,Portland Timbers
Maxime Crépeau,CAN,GK,30,12.5,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,8,3,Matches,Portland Timbers
Felipe Mora,CHI,FW,30,11.8,3,1,0,1,2,0,2,0.0,2,7,2,5,2,5,8,0,Matches,Portland Timbers
Cristhian Paredes,PAR,MF,26,12.1,21,13,9,8,4,9,30,30.0,21,24,4,20,16,37,21,0,Matches,Portland Timbers
David Ayala,ARG,MF,21,9.3,33,20,17,11,5,14,31,45.2,17,13,1,12,16,49,23,1,Matches,Portland Timbers
Claudio Bravo,ARG,DF,27,9.5,30,20,14,14,2,19,34,55.9,15,22,6,16,13,43,34,0,Matches,Portland Timbers
Zac McGraw,CAN,DF,27,9.1,12,9,6,5,1,8,12,66.7,4,19,13,6,9,21,68,1,Matches,Portland Timbers
James Pantemis,CAN,GK,27,9.5,0,0,0,0,0,0,0,,0,1,0,1,0,0,13,1,Matches,Portland Timbers
Miguel Araujo,PER,DF,29,8.8,18,12,8,10,0,8,13,61.5,5,12,9,3,9,27,45,0,Matches,Portland Timbers
Eric Miller,USA,DF,31,10.0,14,12,2,9,3,5,5,100.0,0,9,3,6,8,22,30,0,Matches,Portland Timbers
Dairon Asprilla,COL,FW,32,7.6,11,2,6,4,1,5,14,35.7,9,5,0,5,5,16,13,0,Matches,Portland Timbers
Eryk Williamson,USA,MF,27,6.8,10,7,2,7,1,2,8,25.0,6,2,1,1,6,16,1,0,Matches,Portland Timbers
Nathan Fogaça,BRA,FW,25,1.9,0,0,0,0,0,0,2,0.0,2,1,0,1,2,2,2,0,Matches,Portland Timbers
Larrys Mabiala,COD,DF,36,0.5,0,0,0,0,0,0,0,,0,2,1,1,0,0,1,1,Matches,Portland Timbers
Sawyer Jura,USA,DF,18,0.0,1,0,0,1,0,1,1,100.0,0,0,0,0,0,1,0,0,Matches,Portland Timbers
Cristian Roldan,USA,MF,29,20.1,46,30,18,22,6,27,40,67.5,13,25,3,22,17,63,25,0,Matches,Seattle Sounders
Jackson Ragen,USA,DF,25,19.2,14,10,11,3,0,7,12,58.3,5,20,10,10,20,34,73,3,Matches,Seattle Sounders
Jordan Morris,USA,FW,29,18.7,19,11,6,7,6,10,13,76.9,3,10,2,8,5,24,12,0,Matches,Seattle Sounders
Obed Vargas,USA,MF,18,17.8,46,26,15,22,9,16,32,50.0,16,30,12,18,15,61,23,1,Matches,Seattle Sounders
Stefan Frei,SUI,GK,38,16.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,2,Matches,Seattle Sounders
Albert Rusnák,SVK,MF,29,16.1,9,8,1,5,3,4,10,40.0,6,8,0,8,12,21,5,0,Matches,Seattle Sounders
Yeimar Gómez Andrade,COL,DF,32,15.6,29,20,21,8,0,15,20,75.0,5,21,11,10,28,57,70,1,Matches,Seattle Sounders
Alex Roldan,SLV,DF,27,13.9,28,22,15,12,1,14,23,60.9,9,17,7,10,10,38,29,0,Matches,Seattle Sounders
Nouhou Tolo,CMR,DF,27,14.4,19,12,14,5,0,12,23,52.2,11,17,8,9,16,35,47,0,Matches,Seattle Sounders
Raúl Ruidíaz,PER,FW,33,13.5,6,3,1,3,2,1,4,25.0,3,9,2,7,1,7,5,0,Matches,Seattle Sounders
João Paulo Mior,BRA,MF,33,10.8,18,11,9,6,3,7,19,36.8,12,15,4,11,26,44,13,0,Matches,Seattle Sounders
Joshua Atencio,USA,MF,22,9.3,29,14,11,11,7,15,33,45.5,18,24,2,22,19,48,10,0,Matches,Seattle Sounders
Léo Chú,BRA,FW,24,5.9,12,5,4,5,3,2,5,40.0,3,7,0,7,3,15,1,0,Matches,Seattle Sounders
Cody Baker,USA,DF,20,5.3,16,14,9,5,2,10,12,83.3,2,4,1,3,4,20,14,0,Matches,Seattle Sounders
Andrew Thomas,RUS,GK,25,4.7,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,3,0,Matches,Seattle Sounders
Jon Bell,JAM,DF,26,3.9,6,3,3,2,1,3,4,75.0,1,7,5,2,2,8,22,0,Matches,Seattle Sounders
Daniel Musovski,USA,FW,28,4.8,10,7,4,6,0,3,6,50.0,3,4,1,3,1,11,4,0,Matches,Seattle Sounders
Reed Baker-Whiting,USA,DF,19,3.9,12,5,8,3,1,9,12,75.0,3,13,1,12,6,18,12,1,Matches,Seattle Sounders
Xavier Arreaga,ECU,DF,29,2.8,4,3,2,2,0,2,5,40.0,3,5,3,2,6,10,7,1,Matches,Seattle Sounders
Danny Leyva,USA,MF,21,2.0,3,2,2,1,0,0,2,0.0,2,5,0,5,5,8,6,0,Matches,Seattle Sounders
Sota Kitahara,USA,DF,21,1.6,3,1,2,0,1,2,3,66.7,1,0,0,0,1,4,3,0,Matches,Seattle Sounders
Paul Rothrock,USA,FW,25,4.0,4,3,2,2,0,3,5,60.0,2,8,0,8,4,8,1,0,Matches,Seattle Sounders
Pedro De la Vega,ARG,MF,23,1.3,2,1,0,2,0,1,2,50.0,1,2,1,1,0,2,1,0,Matches,Seattle Sounders
Georgi Minoungou,CIV,FW,21,1.1,2,1,1,0,1,1,2,50.0,1,1,0,1,0,2,0,0,Matches,Seattle Sounders
Dylan Teves,USA,MF,24,0.9,2,1,0,2,0,1,2,50.0,1,1,0,1,0,2,1,0,Matches,Seattle Sounders
Nathan Cardoso,BRA,DF,29,0.8,2,2,2,0,0,1,1,100.0,0,4,3,1,0,2,9,0,Matches,Seattle Sounders
Kalani Rienzi,USA,DF,22,0.1,2,0,2,0,0,2,3,66.7,1,0,0,0,0,2,1,0,Matches,Seattle Sounders
Antino Lopez,USA,MF,22,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches,Seattle Sounders
Roman Bürki,SUI,GK,33,20.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,6,2,Matches,St Louis City
Tomas Totland,NOR,DF,25,19.3,36,17,18,14,4,25,38,65.8,13,25,9,16,33,69,44,1,Matches,St Louis City
Chris Durkin,USA,MF,24,18.4,49,33,18,21,10,28,44,63.6,16,27,2,25,26,75,24,1,Matches,St Louis City
Indiana Vassilev,USA,MF,23,16.0,16,12,4,9,3,8,28,28.6,20,23,0,23,5,21,7,0,Matches,St Louis City
Klauss,BRA,FW,27,15.9,13,7,2,6,5,7,14,50.0,7,10,1,9,3,16,14,0,Matches,St Louis City
Tim Parker,USA,DF,31,15.9,16,12,9,5,2,9,12,75.0,3,14,10,4,15,31,43,0,Matches,St Louis City
Anthony Markanich,PHI,DF,24,14.1,35,18,17,14,4,16,32,50.0,16,27,5,22,26,61,51,1,Matches,St Louis City
Célio Pompeu,BRA,FW,24,13.8,26,16,7,11,8,15,30,50.0,15,20,1,19,8,34,8,0,Matches,St Louis City
Joakim Nilsson,SWE,DF,30,9.7,25,15,16,8,1,16,31,51.6,15,9,4,5,15,40,49,1,Matches,St Louis City
Eduard Löwen,GER,MF,27,10.1,19,12,6,13,0,12,26,46.2,14,11,1,10,5,24,4,1,Matches,St Louis City
Aziel Jackson,USA,FW,22,8.9,15,9,5,7,3,5,13,38.5,8,8,0,8,6,21,4,0,Matches,St Louis City
Tomáš Ostrák,CZE,MF,24,7.7,13,6,3,5,5,5,17,29.4,12,11,1,10,10,23,7,0,Matches,St Louis City
Njabulo Blom,RSA,MF,24,7.3,16,12,6,8,2,8,12,66.7,4,7,1,6,11,27,1,0,Matches,St Louis City
Rasmus Alm,SWE,FW,28,6.0,11,6,3,5,3,6,14,42.9,8,8,0,8,4,15,4,0,Matches,St Louis City
Kyle Hiebert,CAN,DF,26,7.2,11,8,6,4,1,9,15,60.0,6,10,6,4,4,15,16,0,Matches,St Louis City
Hosei Kijima,JPN,MF,22,6.7,16,10,4,9,3,4,10,40.0,6,14,0,14,9,25,4,0,Matches,St Louis City
Joshua Yaro,GHA,DF,29,6.4,7,7,5,2,0,5,5,100.0,0,13,10,3,13,20,26,1,Matches,St Louis City
Samuel Adeniran,USA,FW,25,6.0,3,1,2,0,1,0,0,,0,3,1,2,2,5,6,0,Matches,St Louis City
Nökkvi Þórisson,ISL,FW,24,6.0,8,5,4,1,3,2,6,33.3,4,6,0,6,2,10,5,0,Matches,St Louis City
Akil Watts,USA,DF,24,4.6,19,14,9,6,4,14,18,77.8,4,12,4,8,4,23,7,0,Matches,St Louis City
John Klein,USA,FW,24,2.5,5,3,1,3,1,0,4,0.0,4,2,0,2,1,6,3,0,Matches,St Louis City
Jake Nerwinski,USA,DF,29,2.4,4,2,1,3,0,2,4,50.0,2,4,3,1,6,10,12,1,Matches,St Louis City
Jayden Reid,USA,DF,22,2.0,1,0,1,0,0,1,1,100.0,0,6,1,5,2,3,5,0,Matches,St Louis City
Nikolas Dyhr,DEN,DF,23,1.5,2,1,1,1,0,2,4,50.0,2,1,0,1,0,2,5,0,Matches,St Louis City
Michael Wentzel,GER,DF,22,1.1,2,1,1,1,0,1,2,50.0,1,1,0,1,0,2,6,0,Matches,St Louis City
Benjamin Lundt,GER,GK,28,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches,St Louis City
Caden Glover,USA,FW,17,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches,St Louis City
Brendan McSorley,USA,FW,22,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches,St Louis City
Cristian Espinoza,ARG,FW,29,20.3,21,9,7,5,9,10,35,28.6,25,23,0,23,11,32,23,0,Matches,San Jose Earthquakes
Rodrigues,BRA,DF,26,18.6,34,20,31,2,1,23,45,51.1,22,17,10,7,25,59,75,1,Matches,San Jose Earthquakes
Jackson Yueill,USA,MF,27,18.2,35,19,7,25,3,19,33,57.6,14,9,1,8,16,51,25,1,Matches,San Jose Earthquakes
Jeremy Ebobisse,USA,FW,27,14.5,8,5,2,2,4,2,3,66.7,1,6,1,5,4,12,11,0,Matches,San Jose Earthquakes
Vitor Costa,BRA,DF,30,16.1,60,33,34,24,2,33,53,62.3,20,23,5,18,18,78,66,1,Matches,San Jose Earthquakes
William Yarbrough,USA,GK,35,15.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,7,1,Matches,San Jose Earthquakes
Amahl Pellegrino,NOR,FW,34,12.4,10,5,3,6,1,5,13,38.5,8,10,1,9,11,21,8,0,Matches,San Jose Earthquakes
Niko Tsakiris,USA,MF,19,11.5,22,14,12,7,3,11,21,52.4,10,15,4,11,8,30,14,0,Matches,San Jose Earthquakes
Carlos Akapo,EQG,DF,31,12.0,33,20,18,9,6,16,31,51.6,15,13,3,10,25,58,47,0,Matches,San Jose Earthquakes
Carlos Gruezo,ECU,MF,29,11.2,24,9,10,13,1,10,20,50.0,10,10,0,10,14,38,22,1,Matches,San Jose Earthquakes
Paul Marie,FRA,DF,29,11.1,34,25,21,7,6,27,52,51.9,25,19,5,14,15,49,45,0,Matches,San Jose Earthquakes
Tanner Beason,USA,DF,27,10.7,10,4,8,2,0,7,9,77.8,2,21,17,4,10,20,65,0,Matches,San Jose Earthquakes
Bruno Wilson,POR,DF,27,9.6,6,3,5,1,0,2,5,40.0,3,14,13,1,17,23,51,0,Matches,San Jose Earthquakes
Hernán López Muñoz,ARG,MF,23,9.3,25,15,9,9,7,6,23,26.1,17,10,0,10,7,32,4,0,Matches,San Jose Earthquakes
Benjamin Kikanovic,USA,FW,24,7.9,13,6,8,5,0,7,18,38.9,11,11,2,9,2,15,7,0,Matches,San Jose Earthquakes
Preston Judd,USA,FW,25,6.6,4,2,2,1,1,0,2,0.0,2,10,1,9,1,5,2,0,Matches,San Jose Earthquakes
Jack Skahan,USA,MF,26,6.5,4,3,2,2,0,2,8,25.0,6,6,0,6,0,4,0,0,Matches,San Jose Earthquakes
Daniel Munie,USA,DF,24,5.9,8,6,7,1,0,5,11,45.5,6,14,7,7,9,17,18,0,Matches,San Jose Earthquakes
Alfredo Morales,USA,MF,34,5.2,10,5,6,4,0,4,5,80.0,1,4,1,3,4,14,6,0,Matches,San Jose Earthquakes
Daniel,BRA,GK,30,4.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,3,0,Matches,San Jose Earthquakes
Jacob Jackson,USA,GK,24,2.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,1,Matches,San Jose Earthquakes
Ousseni Bouda,BFA,FW,24,0.8,1,0,0,1,0,1,1,100.0,0,1,0,1,1,2,1,0,Matches,San Jose Earthquakes
Jamar Ricketts,USA,MF,22,0.4,2,2,1,1,0,1,3,33.3,2,0,0,0,0,2,2,0,Matches,San Jose Earthquakes
