Player,Nation,POS,Age,90s,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Team
Drake Callender,USA,GK,26,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Inter Miami
Julian Gressel,USA,MF,30,15.0,42.0,2.81,32.0,6.0,0.0,2.0,1.0,1.0,6.0,0.4,5.0,1.0,0.0,0.0,0.0,0.0,Inter Miami
Tomás Avilés,ARG,DF,20,16.0,6.0,0.37,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.06,1.0,0.0,0.0,0.0,0.0,0.0,Inter Miami
Sergio Busquets,ESP,MF,35,16.6,32.0,1.93,29.0,1.0,0.0,0.0,0.0,2.0,7.0,0.42,6.0,1.0,0.0,0.0,0.0,0.0,Inter Miami
Robert Taylor,FIN,FW,29,12.1,37.0,3.07,28.0,4.0,3.0,0.0,1.0,1.0,6.0,0.5,4.0,0.0,2.0,0.0,0.0,0.0,Inter Miami
Luis Suárez,URU,FW,37,12.8,44.0,3.43,31.0,2.0,4.0,2.0,5.0,0.0,12.0,0.94,6.0,0.0,2.0,2.0,2.0,0.0,Inter Miami
Jordi Alba,ESP,DF,35,12.6,40.0,3.18,37.0,2.0,0.0,1.0,0.0,0.0,5.0,0.4,4.0,0.0,0.0,1.0,0.0,0.0,Inter Miami
Marcelo Weigandt,ARG,DF,24,12.4,18.0,1.45,13.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Inter Miami
Lionel Messi,ARG,FW,36,11.5,74.0,6.43,45.0,7.0,10.0,4.0,7.0,1.0,20.0,1.74,16.0,1.0,2.0,1.0,0.0,0.0,Inter Miami
Serhiy Kryvtsov,UKR,DF,33,9.5,2.0,0.21,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Inter Miami
David Ruiz,HON,MF,20,9.5,14.0,1.48,12.0,0.0,1.0,0.0,1.0,0.0,3.0,0.32,3.0,0.0,0.0,0.0,0.0,0.0,Inter Miami
Nicolás Freire,ARG,DF,30,8.2,4.0,0.49,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Inter Miami
Leonardo Campana,ECU,FW,23,7.3,10.0,1.36,8.0,0.0,1.0,1.0,0.0,0.0,2.0,0.27,2.0,0.0,0.0,0.0,0.0,0.0,Inter Miami
Diego Gómez,PAR,MF,21,7.0,25.0,3.55,22.0,0.0,2.0,0.0,0.0,1.0,6.0,0.85,6.0,0.0,0.0,0.0,0.0,0.0,Inter Miami
Franco Negri,ARG,DF,29,5.8,11.0,1.9,10.0,0.0,0.0,0.0,1.0,0.0,2.0,0.35,2.0,0.0,0.0,0.0,0.0,0.0,Inter Miami
Matías Rojas,PAR,FW,28,5.5,15.0,2.74,11.0,2.0,1.0,0.0,1.0,0.0,3.0,0.55,2.0,0.0,1.0,0.0,0.0,0.0,Inter Miami
Ben Cremaschi,USA,MF,19,5.4,9.0,1.66,9.0,0.0,0.0,0.0,0.0,0.0,2.0,0.37,2.0,0.0,0.0,0.0,0.0,0.0,Inter Miami
Noah Allen,USA,DF,20,4.4,3.0,0.68,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Inter Miami
Federico Redondo,ARG,MF,21,3.3,8.0,2.4,8.0,0.0,0.0,0.0,0.0,0.0,2.0,0.6,2.0,0.0,0.0,0.0,0.0,0.0,Inter Miami
DeAndre Yedlin,USA,DF,30,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Inter Miami
Lawson Sunderland,USA,MF,22,2.1,6.0,2.81,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.47,1.0,0.0,0.0,0.0,0.0,0.0,Inter Miami
Ryan Sailor,USA,DF,25,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Inter Miami
Yannick Bright,ITA,MF,22,2.8,8.0,2.83,8.0,0.0,0.0,0.0,0.0,0.0,2.0,0.71,2.0,0.0,0.0,0.0,0.0,0.0,Inter Miami
Leonardo Afonso,BRA,FW,22,2.0,10.0,5.0,7.0,0.0,2.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,Inter Miami
Shanyder Borgelin,HAI,FW,22,1.3,2.0,1.49,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Inter Miami
C.J. dos Santos,USA,GK,23,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Inter Miami
Jose Casas de Abadal,USA,FW,23,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Inter Miami
Jean Mota,BRA,MF,30,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Inter Miami
Pavel Bucha,CZE,MF,26,16.7,38.0,2.28,31.0,0.0,3.0,3.0,1.0,0.0,4.0,0.24,4.0,0.0,0.0,0.0,0.0,0.0,FC Cincinnati
Luciano Acosta,ARG,MF,30,16.1,128.0,7.97,74.0,26.0,15.0,5.0,6.0,2.0,21.0,1.31,12.0,2.0,6.0,0.0,1.0,0.0,FC Cincinnati
Matt Miazga,USA,DF,28,15.7,11.0,0.7,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FC Cincinnati
Luca Orellano,ARG,DF,24,14.8,58.0,3.92,40.0,6.0,6.0,3.0,3.0,0.0,4.0,0.27,3.0,0.0,0.0,1.0,0.0,0.0,FC Cincinnati
Miles Robinson,USA,DF,27,14.0,13.0,0.93,10.0,0.0,0.0,1.0,1.0,1.0,2.0,0.14,1.0,0.0,0.0,1.0,0.0,0.0,FC Cincinnati
Obinna Nwobodo,NGA,MF,27,12.9,21.0,1.63,21.0,0.0,0.0,0.0,0.0,0.0,1.0,0.08,1.0,0.0,0.0,0.0,0.0,0.0,FC Cincinnati
Roman Celentano,USA,GK,23,13.0,2.0,0.15,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FC Cincinnati
Yuya Kubo,JPN,FW,30,12.8,28.0,2.18,23.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FC Cincinnati
Ian Murphy,USA,DF,24,12.4,8.0,0.64,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FC Cincinnati
DeAndre Yedlin,USA,DF,30,9.4,22.0,2.33,21.0,0.0,0.0,1.0,0.0,0.0,4.0,0.42,3.0,0.0,0.0,1.0,0.0,0.0,FC Cincinnati
Corey Baird,USA,FW,28,9.0,25.0,2.77,20.0,0.0,0.0,4.0,1.0,0.0,3.0,0.33,2.0,0.0,0.0,1.0,0.0,0.0,FC Cincinnati
Aaron Boupendza,GAB,FW,27,5.7,8.0,1.41,6.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FC Cincinnati
Gerardo Valenzuela,USA,FW,20,5.4,12.0,2.21,6.0,1.0,1.0,0.0,3.0,1.0,3.0,0.55,3.0,0.0,0.0,0.0,0.0,0.0,FC Cincinnati
Kipp Keller,USA,DF,23,4.5,4.0,0.89,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FC Cincinnati
Nick Hagglund,USA,DF,31,3.8,1.0,0.26,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FC Cincinnati
Kevin Kelsy,VEN,FW,19,4.5,12.0,2.68,10.0,0.0,1.0,0.0,1.0,0.0,1.0,0.22,1.0,0.0,0.0,0.0,0.0,0.0,FC Cincinnati
Sergio Santos Gomes,BRA,FW,29,4.4,12.0,2.75,5.0,0.0,0.0,2.0,4.0,1.0,3.0,0.69,1.0,0.0,0.0,0.0,1.0,1.0,FC Cincinnati
Alec Kann,USA,GK,33,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FC Cincinnati
Alvas Powell,JAM,DF,29,1.7,3.0,1.72,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FC Cincinnati
Bret Halsey,USA,DF,24,3.2,11.0,3.4,11.0,0.0,0.0,0.0,0.0,0.0,1.0,0.31,1.0,0.0,0.0,0.0,0.0,0.0,FC Cincinnati
Malik Pinto,USA,MF,21,1.7,2.0,1.18,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FC Cincinnati
Evan Louro,USA,GK,28,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FC Cincinnati
Yamil Asad,ARG,DF,29,1.0,6.0,5.74,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FC Cincinnati
Stiven Jimenez,USA,MF,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FC Cincinnati
Matt Freese,USA,GK,25,17.0,5.0,0.29,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,New York City FC
Santiago Rodríguez,URU,MF,24,16.4,90.0,5.49,62.0,7.0,10.0,4.0,6.0,1.0,13.0,0.79,6.0,0.0,4.0,0.0,3.0,0.0,New York City FC
Birk Risa,NOR,DF,26,15.6,7.0,0.45,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,New York City FC
Hannes Wolf,AUT,FW,25,14.2,59.0,4.15,45.0,2.0,6.0,3.0,2.0,1.0,8.0,0.56,4.0,0.0,2.0,1.0,0.0,1.0,New York City FC
Thiago Martins,BRA,DF,29,15.0,8.0,0.53,5.0,0.0,0.0,2.0,0.0,1.0,1.0,0.07,0.0,0.0,0.0,1.0,0.0,0.0,New York City FC
Kevin O'Toole,USA,DF,25,14.5,23.0,1.58,18.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,New York City FC
Keaton Parks,USA,MF,26,14.2,38.0,2.68,34.0,0.0,0.0,2.0,1.0,1.0,2.0,0.14,2.0,0.0,0.0,0.0,0.0,0.0,New York City FC
James Sands,USA,MF,23,13.9,15.0,1.08,13.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,New York City FC
Monsef Bakrar,ALG,FW,23,10.3,28.0,2.73,14.0,0.0,6.0,3.0,2.0,3.0,3.0,0.29,1.0,0.0,1.0,0.0,1.0,0.0,New York City FC
Mitja Ilenič,SVN,DF,19,10.2,16.0,1.58,11.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,New York City FC
Tayvon Gray,JAM,DF,21,7.5,18.0,2.38,15.0,2.0,1.0,0.0,0.0,0.0,2.0,0.26,2.0,0.0,0.0,0.0,0.0,0.0,New York City FC
Agustin Ojeda,ARG,FW,19,5.6,17.0,2.99,15.0,0.0,1.0,1.0,0.0,0.0,1.0,0.18,1.0,0.0,0.0,0.0,0.0,0.0,New York City FC
Andrés Perea,USA,MF,23,7.7,20.0,2.59,15.0,0.0,1.0,2.0,1.0,1.0,2.0,0.26,2.0,0.0,0.0,0.0,0.0,0.0,New York City FC
Julián Fernández,ARG,FW,20,5.4,20.0,3.73,14.0,3.0,2.0,1.0,0.0,0.0,2.0,0.37,1.0,1.0,0.0,0.0,0.0,0.0,New York City FC
Alonso Martínez,CRC,FW,25,5.1,11.0,2.17,9.0,0.0,0.0,2.0,0.0,0.0,2.0,0.39,2.0,0.0,0.0,0.0,0.0,0.0,New York City FC
Strahinja Tanasijević,SRB,DF,27,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,New York City FC
Malachi Jones,SLE,FW,20,4.0,12.0,3.03,10.0,0.0,1.0,0.0,0.0,1.0,2.0,0.5,2.0,0.0,0.0,0.0,0.0,0.0,New York City FC
Jovan Mijatović,SRB,FW,18,2.0,5.0,2.49,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,New York City FC
Andres Jasson,USA,MF,22,1.7,4.0,2.29,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,New York City FC
Justin Haak,USA,DF,22,1.0,1.0,1.01,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.01,1.0,0.0,0.0,0.0,0.0,0.0,New York City FC
Maximiliano Moralez,ARG,FW,37,0.6,10.0,17.31,8.0,0.0,1.0,0.0,1.0,0.0,3.0,5.19,3.0,0.0,0.0,0.0,0.0,0.0,New York City FC
Christian McFarlane, ENG,DF,17,0.2,2.0,10.59,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,New York City FC
Talles Magno,BRA,MF,21,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,New York City FC
Diego Rossi,URU,MF,26,13.4,44.0,3.29,25.0,12.0,2.0,4.0,1.0,0.0,6.0,0.45,3.0,1.0,0.0,2.0,0.0,0.0,Columbus Crew
Patrick Schulte,USA,GK,23,13.0,4.0,0.31,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Columbus Crew
Aidan Morris,USA,MF,22,12.5,35.0,2.8,27.0,2.0,0.0,3.0,1.0,2.0,6.0,0.48,4.0,0.0,0.0,0.0,1.0,1.0,Columbus Crew
Darlington Nagbe,USA,MF,33,12.4,23.0,1.86,20.0,0.0,0.0,1.0,2.0,0.0,1.0,0.08,1.0,0.0,0.0,0.0,0.0,0.0,Columbus Crew
Malte Amundsen,DEN,DF,26,12.5,19.0,1.52,15.0,3.0,0.0,1.0,0.0,0.0,3.0,0.24,3.0,0.0,0.0,0.0,0.0,0.0,Columbus Crew
Rudy Camacho,FRA,DF,33,10.6,9.0,0.84,4.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Columbus Crew
Steven Moreira,CPV,DF,29,10.5,21.0,2.0,20.0,0.0,0.0,1.0,0.0,0.0,3.0,0.29,3.0,0.0,0.0,0.0,0.0,0.0,Columbus Crew
Sean Zawadzki,USA,DF,24,9.2,17.0,1.85,12.0,0.0,0.0,2.0,2.0,1.0,3.0,0.33,1.0,0.0,0.0,2.0,0.0,0.0,Columbus Crew
Cucho,COL,FW,25,9.0,40.0,4.46,34.0,0.0,1.0,2.0,1.0,2.0,2.0,0.22,1.0,0.0,0.0,1.0,0.0,0.0,Columbus Crew
Yaw Yeboah,GHA,DF,27,8.9,29.0,3.26,21.0,1.0,3.0,0.0,4.0,0.0,8.0,0.9,7.0,0.0,1.0,0.0,0.0,0.0,Columbus Crew
Maximilian Arfsten,USA,DF,23,7.9,21.0,2.65,14.0,0.0,5.0,1.0,0.0,1.0,2.0,0.25,1.0,0.0,0.0,1.0,0.0,0.0,Columbus Crew
Jacen Russell-Rowe,CAN,FW,21,8.0,24.0,3.01,21.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Columbus Crew
Mohamed Farsi,CAN,DF,24,7.9,24.0,3.03,21.0,0.0,1.0,0.0,2.0,0.0,3.0,0.38,2.0,0.0,0.0,0.0,1.0,0.0,Columbus Crew
Yevhen Cheberko,UKR,DF,26,7.7,8.0,1.04,7.0,0.0,0.0,1.0,0.0,0.0,1.0,0.13,1.0,0.0,0.0,0.0,0.0,0.0,Columbus Crew
Alexandru Mățan,ROU,MF,24,5.3,15.0,2.81,11.0,2.0,0.0,1.0,1.0,0.0,1.0,0.19,0.0,0.0,0.0,1.0,0.0,0.0,Columbus Crew
Christian Ramirez,USA,FW,33,4.1,13.0,3.18,11.0,0.0,0.0,0.0,1.0,1.0,1.0,0.24,1.0,0.0,0.0,0.0,0.0,0.0,Columbus Crew
Marino Hinestroza,COL,MF,21,3.3,5.0,1.52,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Columbus Crew
William Sands,USA,DF,23,2.8,4.0,1.41,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Columbus Crew
Evan Bush,USA,GK,38,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Columbus Crew
Derrick Jones,USA,MF,27,1.3,1.0,0.77,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Columbus Crew
Philip Quinton,USA,DF,24,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Columbus Crew
Taha Habroune,USA,MF,18,0.8,3.0,3.97,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Columbus Crew
Nicholas Hagen,GUA,GK,27,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Columbus Crew
Cole Mrowka,USA,MF,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Columbus Crew
Frankie Amaya,USA,MF,23,16.6,37.0,2.23,30.0,1.0,1.0,0.0,3.0,2.0,4.0,0.24,3.0,0.0,0.0,0.0,0.0,1.0,New York Red Bulls
Carlos Coronel,PAR,GK,27,15.0,2.0,0.13,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.07,1.0,0.0,0.0,0.0,0.0,0.0,New York Red Bulls
Sean Nealis,USA,DF,27,14.7,9.0,0.61,6.0,0.0,0.0,2.0,1.0,0.0,1.0,0.07,1.0,0.0,0.0,0.0,0.0,0.0,New York Red Bulls
Lewis Morgan, SCO,FW,27,14.4,45.0,3.12,32.0,1.0,3.0,4.0,4.0,1.0,9.0,0.62,6.0,0.0,0.0,0.0,3.0,0.0,New York Red Bulls
Daniel Edelman,USA,MF,21,14.0,30.0,2.15,27.0,0.0,0.0,0.0,2.0,1.0,2.0,0.14,2.0,0.0,0.0,0.0,0.0,0.0,New York Red Bulls
John Tolkin,USA,DF,21,13.6,39.0,2.87,22.0,12.0,0.0,2.0,3.0,0.0,2.0,0.15,1.0,0.0,0.0,0.0,1.0,0.0,New York Red Bulls
Dante Vanzeir,BEL,FW,26,11.4,30.0,2.62,24.0,0.0,3.0,3.0,0.0,0.0,10.0,0.87,9.0,0.0,1.0,0.0,0.0,0.0,New York Red Bulls
Dylan Nealis,USA,DF,25,13.2,30.0,2.27,23.0,3.0,1.0,2.0,1.0,0.0,3.0,0.23,2.0,0.0,0.0,1.0,0.0,0.0,New York Red Bulls
Noah Eile,SWE,DF,21,12.9,8.0,0.62,7.0,0.0,0.0,0.0,0.0,1.0,1.0,0.08,1.0,0.0,0.0,0.0,0.0,0.0,New York Red Bulls
Emil Forsberg,SWE,MF,32,12.6,60.0,4.77,41.0,4.0,4.0,4.0,7.0,0.0,5.0,0.4,4.0,0.0,0.0,0.0,1.0,0.0,New York Red Bulls
Wikelman Carmona,VEN,MF,21,11.6,37.0,3.21,28.0,3.0,2.0,2.0,1.0,1.0,2.0,0.17,1.0,0.0,0.0,1.0,0.0,0.0,New York Red Bulls
Kyle Duncan,USA,DF,26,9.3,8.0,0.86,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,New York Red Bulls
Elias Manoel,BRA,FW,22,9.0,24.0,2.66,16.0,0.0,2.0,4.0,2.0,0.0,3.0,0.33,3.0,0.0,0.0,0.0,0.0,0.0,New York Red Bulls
Andrés Reyes,COL,DF,24,7.4,7.0,0.94,5.0,0.0,2.0,0.0,0.0,0.0,3.0,0.4,1.0,0.0,2.0,0.0,0.0,0.0,New York Red Bulls
Peter Stroud,USA,MF,22,6.7,12.0,1.8,9.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,New York Red Bulls
Cameron Harper,USA,MF,22,4.7,15.0,3.15,8.0,0.0,4.0,1.0,1.0,1.0,2.0,0.42,0.0,0.0,2.0,0.0,0.0,0.0,New York Red Bulls
Dennis Gjengaar,NOR,MF,20,4.4,9.0,2.04,7.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,New York Red Bulls
Ryan Meara,USA,GK,33,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,New York Red Bulls
Cory Burke,JAM,FW,32,1.4,4.0,2.83,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,New York Red Bulls
Julian Hall,USA,FW,16,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,New York Red Bulls
Mohammed Sofo,GHA,MF,19,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,New York Red Bulls
Roald Mitchell,USA,FW,21,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,New York Red Bulls
Aidan O'Connor,USA,DF,22,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,New York Red Bulls
Serge Ngoma,USA,MF,18,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,New York Red Bulls
Ronald Donkor,MLI,FW,19,0.1,1.0,6.92,1.0,0.0,0.0,0.0,0.0,0.0,1.0,6.92,1.0,0.0,0.0,0.0,0.0,0.0,New York Red Bulls
Omar Valencia,PAN,MF,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,New York Red Bulls
Federico Bernardeschi,ITA,DF,30,14.9,85.0,5.71,53.0,10.0,12.0,7.0,3.0,0.0,8.0,0.54,5.0,0.0,1.0,2.0,0.0,0.0,Toronto FC
Deybi Flores,HON,MF,28,14.2,17.0,1.2,14.0,0.0,0.0,2.0,0.0,1.0,2.0,0.14,2.0,0.0,0.0,0.0,0.0,0.0,Toronto FC
Kevin Long,IRL,DF,33,13.5,7.0,0.52,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.07,1.0,0.0,0.0,0.0,0.0,0.0,Toronto FC
Alonso Coello,ESP,MF,24,11.6,34.0,2.94,31.0,0.0,1.0,1.0,0.0,1.0,7.0,0.6,6.0,0.0,0.0,1.0,0.0,0.0,Toronto FC
Jonathan Osorio,CAN,MF,32,13.1,51.0,3.9,44.0,2.0,1.0,0.0,3.0,1.0,3.0,0.23,3.0,0.0,0.0,0.0,0.0,0.0,Toronto FC
Nicksoen Gomis,FRA,DF,22,12.9,8.0,0.62,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Toronto FC
Raoul Petretta,ITA,DF,27,10.9,16.0,1.47,13.0,1.0,0.0,1.0,1.0,0.0,2.0,0.18,2.0,0.0,0.0,0.0,0.0,0.0,Toronto FC
Sigurd Rosted,NOR,DF,29,12.4,5.0,0.4,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Toronto FC
Sean Johnson,USA,GK,35,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Toronto FC
Matthew Longstaff, ENG,MF,24,11.1,31.0,2.8,27.0,0.0,1.0,1.0,1.0,1.0,4.0,0.36,3.0,0.0,0.0,1.0,0.0,0.0,Toronto FC
Prince Osei Owusu,GER,FW,27,10.2,19.0,1.86,13.0,1.0,0.0,2.0,3.0,0.0,2.0,0.2,1.0,0.0,0.0,0.0,1.0,0.0,Toronto FC
Tyrese Spicer,,DF,,9.4,13.0,1.39,10.0,0.0,2.0,0.0,1.0,0.0,2.0,0.21,2.0,0.0,0.0,0.0,0.0,0.0,Toronto FC
Lorenzo Insigne,ITA,MF,33,6.8,38.0,5.63,29.0,5.0,3.0,0.0,0.0,1.0,6.0,0.89,5.0,1.0,0.0,0.0,0.0,0.0,Toronto FC
Jahkeele Marshall-Rutty,CAN,DF,20,8.0,13.0,1.62,8.0,0.0,2.0,2.0,1.0,0.0,4.0,0.5,2.0,0.0,1.0,1.0,0.0,0.0,Toronto FC
Deandre Kerr,CAN,FW,21,5.8,7.0,1.2,3.0,0.0,1.0,2.0,1.0,0.0,1.0,0.17,1.0,0.0,0.0,0.0,0.0,0.0,Toronto FC
Shane O'Neill,USA,DF,30,5.7,5.0,0.88,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Toronto FC
Derrick Etienne,HAI,FW,27,6.2,19.0,3.06,17.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Toronto FC
Luka Gavran,CAN,GK,24,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Toronto FC
Kobe Franklin,CAN,DF,21,4.3,8.0,1.84,7.0,1.0,0.0,0.0,0.0,0.0,1.0,0.23,1.0,0.0,0.0,0.0,0.0,0.0,Toronto FC
Kosi Thompson,CAN,MF,21,4.4,11.0,2.51,10.0,0.0,0.0,0.0,0.0,1.0,1.0,0.23,1.0,0.0,0.0,0.0,0.0,0.0,Toronto FC
Aimé Mabika,ZAM,DF,25,2.4,3.0,1.26,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Toronto FC
Richie Laryea,CAN,DF,29,0.9,1.0,1.14,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Toronto FC
Ayo Akinola,CAN,FW,24,1.0,1.0,1.03,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Toronto FC
