Player,Nation,POS,Age,90s,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Unnamed: 27_level_0_Matches,Team
Jeorgio Kocevski,USA,FW,21,0.1,27.0,1.0,2.0,13.0,12.0,1.0,27.0,2.0,2.0,100.0,0.0,0.0,8.0,37.0,20.0,0.0,0.0,0.0,0.0,0.0,21.0,2.0,Matches,Orlando City
Shakur Mohammed,GHA,MF,20,0.1,8.0,0.0,1.0,5.0,2.0,1.0,8.0,1.0,0.0,0.0,1.0,100.0,6.0,67.0,45.0,3.0,0.0,1.0,1.0,0.0,8.0,0.0,Matches,Orlando City
Yutaro Tsukada,JPN,FW,22,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Matches,Orlando City
Jack Maher,USA,DF,24,15.0,998.0,139.0,585.0,390.0,23.0,8.0,998.0,0.0,0.0,,0.0,,523.0,1964.0,919.0,2.0,3.0,0.0,4.0,2.0,693.0,3.0,Matches,Nashville SC
Hany Mukhtar,GER,FW,29,13.9,770.0,2.0,47.0,395.0,340.0,59.0,767.0,40.0,17.0,42.5,20.0,50.0,444.0,2705.0,1154.0,41.0,27.0,15.0,42.0,30.0,542.0,86.0,Matches,Nashville SC
Alex Muyl,USA,DF,28,13.6,664.0,22.0,174.0,298.0,199.0,30.0,664.0,35.0,17.0,48.6,15.0,42.9,325.0,1518.0,760.0,16.0,16.0,6.0,29.0,10.0,395.0,55.0,Matches,Nashville SC
Dru Yearwood, ENG,MF,24,11.9,609.0,16.0,116.0,383.0,118.0,8.0,609.0,11.0,8.0,72.7,3.0,27.3,289.0,1294.0,513.0,7.0,15.0,1.0,16.0,6.0,378.0,20.0,Matches,Nashville SC
Joe Willis,USA,GK,35,13.2,448.0,391.0,447.0,1.0,0.0,0.0,448.0,0.0,0.0,,0.0,,209.0,1114.0,677.0,0.0,0.0,0.0,0.0,0.0,192.0,0.0,Matches,Nashville SC
Sam Surridge, ENG,FW,25,12.5,351.0,12.0,31.0,176.0,145.0,50.0,351.0,10.0,5.0,50.0,4.0,40.0,177.0,1024.0,338.0,14.0,13.0,6.0,27.0,8.0,274.0,62.0,Matches,Nashville SC
Aníbal Godoy,PAN,MF,34,10.6,713.0,15.0,159.0,488.0,72.0,5.0,713.0,9.0,5.0,55.6,3.0,33.3,384.0,1785.0,761.0,8.0,9.0,0.0,11.0,4.0,504.0,8.0,Matches,Nashville SC
Sean Davis,USA,MF,31,9.8,411.0,23.0,114.0,236.0,61.0,4.0,411.0,2.0,2.0,100.0,0.0,0.0,198.0,709.0,309.0,6.0,1.0,0.0,7.0,3.0,272.0,20.0,Matches,Nashville SC
Daniel Lovitz,USA,DF,32,10.6,770.0,40.0,257.0,387.0,135.0,2.0,770.0,8.0,4.0,50.0,3.0,37.5,353.0,1465.0,822.0,14.0,15.0,1.0,5.0,4.0,457.0,32.0,Matches,Nashville SC
Jacob Shaffelburg,CAN,DF,24,10.0,426.0,9.0,60.0,144.0,228.0,23.0,426.0,27.0,8.0,29.6,12.0,44.4,243.0,1653.0,821.0,38.0,14.0,9.0,24.0,6.0,283.0,116.0,Matches,Nashville SC
Tyler Boyd,USA,FW,29,8.0,324.0,6.0,60.0,152.0,122.0,18.0,324.0,24.0,9.0,37.5,15.0,62.5,199.0,1431.0,722.0,17.0,12.0,4.0,22.0,15.0,214.0,30.0,Matches,Nashville SC
Josh Bauer,USA,DF,25,9.1,562.0,50.0,266.0,254.0,44.0,8.0,562.0,2.0,0.0,0.0,2.0,100.0,272.0,1187.0,566.0,7.0,3.0,0.0,6.0,3.0,343.0,4.0,Matches,Nashville SC
Shaquell Moore,USA,DF,27,8.0,535.0,37.0,161.0,239.0,140.0,15.0,535.0,19.0,7.0,36.8,9.0,47.4,277.0,1387.0,667.0,17.0,12.0,0.0,15.0,2.0,338.0,57.0,Matches,Nashville SC
Walker Zimmerman,USA,DF,31,7.8,584.0,86.0,334.0,225.0,25.0,15.0,584.0,2.0,2.0,100.0,0.0,0.0,324.0,1511.0,761.0,2.0,3.0,0.0,2.0,2.0,393.0,5.0,Matches,Nashville SC
Brian Anunga,CMR,MF,27,6.7,431.0,20.0,132.0,241.0,61.0,5.0,431.0,12.0,8.0,66.7,3.0,25.0,241.0,1293.0,483.0,7.0,8.0,1.0,9.0,7.0,280.0,11.0,Matches,Nashville SC
Taylor Washington,USA,DF,30,5.3,322.0,18.0,117.0,143.0,63.0,0.0,322.0,2.0,2.0,100.0,0.0,0.0,159.0,820.0,344.0,6.0,7.0,0.0,2.0,2.0,215.0,23.0,Matches,Nashville SC
Lukas MacNaughton,CAN,DF,29,4.6,325.0,48.0,185.0,120.0,21.0,3.0,325.0,0.0,0.0,,0.0,,147.0,666.0,314.0,1.0,0.0,0.0,2.0,0.0,194.0,1.0,Matches,Nashville SC
Teal Bunbury,USA,FW,34,4.8,180.0,6.0,18.0,94.0,70.0,15.0,178.0,5.0,2.0,40.0,3.0,60.0,90.0,346.0,126.0,2.0,4.0,1.0,11.0,3.0,144.0,27.0,Matches,Nashville SC
Brent Kallman,USA,DF,33,4.5,259.0,44.0,146.0,105.0,9.0,7.0,259.0,0.0,0.0,,0.0,,144.0,611.0,326.0,1.0,4.0,1.0,1.0,0.0,165.0,0.0,Matches,Nashville SC
Elliot Panicco,USA,GK,27,3.8,116.0,105.0,116.0,0.0,0.0,0.0,116.0,0.0,0.0,,0.0,,62.0,349.0,214.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,Matches,Nashville SC
Amar Sejdic,USA,MF,27,1.7,148.0,2.0,23.0,96.0,29.0,2.0,148.0,4.0,1.0,25.0,3.0,75.0,84.0,430.0,248.0,1.0,4.0,0.0,4.0,1.0,98.0,3.0,Matches,Nashville SC
McKinze Gaines,USA,MF,26,1.4,42.0,0.0,2.0,15.0,29.0,6.0,42.0,4.0,2.0,50.0,1.0,25.0,29.0,346.0,135.0,8.0,5.0,4.0,2.0,2.0,29.0,12.0,Matches,Nashville SC
Randall Leal,CRC,MF,27,0.1,9.0,0.0,0.0,2.0,7.0,1.0,9.0,0.0,0.0,,0.0,,8.0,27.0,9.0,0.0,1.0,0.0,0.0,1.0,8.0,1.0,Matches,Nashville SC
Brooks Lennon,USA,DF,26,17.0,1188.0,80.0,358.0,460.0,372.0,32.0,1188.0,18.0,9.0,50.0,8.0,44.4,566.0,2731.0,1365.0,43.0,17.0,11.0,16.0,9.0,709.0,118.0,Matches,Atlanta United
Caleb Wiley,USA,DF,19,15.9,1040.0,62.0,350.0,465.0,233.0,20.0,1040.0,24.0,10.0,41.7,13.0,54.2,516.0,2728.0,1527.0,35.0,23.0,3.0,23.0,12.0,620.0,73.0,Matches,Atlanta United
Tristan Muyumba,,MF,27,14.6,964.0,37.0,237.0,512.0,223.0,35.0,964.0,41.0,25.0,61.0,15.0,36.6,532.0,2785.0,1162.0,21.0,9.0,11.0,19.0,15.0,691.0,26.0,Matches,Atlanta United
Saba Lobzhanidze,GEO,FW,29,14.5,546.0,13.0,58.0,164.0,333.0,94.0,546.0,29.0,11.0,37.9,16.0,55.2,337.0,2377.0,1322.0,57.0,23.0,27.0,25.0,11.0,395.0,135.0,Matches,Atlanta United
Brad Guzan,USA,GK,39,14.7,624.0,518.0,621.0,3.0,1.0,0.0,624.0,0.0,0.0,,0.0,,368.0,1903.0,1212.0,0.0,0.0,0.0,1.0,0.0,340.0,0.0,Matches,Atlanta United
Thiago Almada,ARG,MF,23,13.5,1071.0,6.0,117.0,517.0,462.0,40.0,1069.0,69.0,44.0,63.8,21.0,30.4,659.0,4213.0,2228.0,52.0,52.0,14.0,25.0,29.0,822.0,65.0,Matches,Atlanta United
Bartosz Slisz,POL,MF,25,12.6,838.0,29.0,193.0,511.0,148.0,12.0,838.0,8.0,5.0,62.5,2.0,25.0,413.0,2512.0,1354.0,32.0,28.0,1.0,14.0,8.0,537.0,15.0,Matches,Atlanta United
Noah Cobb,USA,DF,18,9.5,620.0,68.0,359.0,255.0,6.0,2.0,620.0,0.0,0.0,,0.0,,364.0,1585.0,877.0,2.0,1.0,0.0,3.0,2.0,440.0,1.0,Matches,Atlanta United
Luis Abram,PER,DF,28,9.5,626.0,95.0,345.0,265.0,20.0,16.0,626.0,3.0,2.0,66.7,1.0,33.3,341.0,1543.0,923.0,2.0,2.0,0.0,3.0,1.0,438.0,2.0,Matches,Atlanta United
Derrick Williams,IRL,DF,31,8.6,584.0,114.0,350.0,210.0,24.0,14.0,584.0,1.0,1.0,100.0,0.0,0.0,329.0,1337.0,802.0,0.0,0.0,0.0,3.0,1.0,415.0,1.0,Matches,Atlanta United
Giorgos Giakoumakis,GRE,FW,29,8.0,258.0,11.0,24.0,131.0,103.0,42.0,257.0,6.0,2.0,33.3,2.0,33.3,117.0,480.0,166.0,7.0,6.0,2.0,17.0,3.0,179.0,32.0,Matches,Atlanta United
Stian Rode Gregersen,NOR,DF,29,6.8,392.0,61.0,238.0,147.0,12.0,9.0,392.0,1.0,0.0,0.0,1.0,100.0,182.0,866.0,503.0,4.0,1.0,1.0,1.0,0.0,253.0,1.0,Matches,Atlanta United
Xande Silva,POR,FW,27,7.0,355.0,3.0,34.0,139.0,188.0,43.0,355.0,40.0,17.0,42.5,21.0,52.5,225.0,1730.0,827.0,31.0,12.0,10.0,16.0,13.0,256.0,66.0,Matches,Atlanta United
Jamal Thiaré,SEN,FW,31,5.5,105.0,6.0,10.0,59.0,36.0,17.0,105.0,6.0,4.0,66.7,1.0,16.7,64.0,308.0,122.0,4.0,3.0,2.0,20.0,6.0,79.0,14.0,Matches,Atlanta United
Dax McCarty,USA,MF,37,5.3,365.0,12.0,103.0,214.0,51.0,3.0,365.0,2.0,1.0,50.0,1.0,50.0,204.0,830.0,390.0,5.0,3.0,0.0,4.0,4.0,274.0,5.0,Matches,Atlanta United
Daniel Armando Ríos,MEX,FW,29,4.8,139.0,5.0,13.0,53.0,73.0,29.0,139.0,3.0,3.0,100.0,0.0,0.0,81.0,356.0,73.0,3.0,4.0,4.0,9.0,5.0,102.0,21.0,Matches,Atlanta United
Edwin Mosquera,COL,FW,22,4.5,247.0,2.0,26.0,88.0,134.0,37.0,247.0,21.0,10.0,47.6,10.0,47.6,164.0,1320.0,805.0,37.0,12.0,21.0,16.0,5.0,189.0,51.0,Matches,Atlanta United
Tyler Wolff,USA,FW,21,3.3,166.0,3.0,29.0,67.0,72.0,17.0,166.0,8.0,4.0,50.0,4.0,50.0,77.0,413.0,191.0,5.0,1.0,3.0,8.0,8.0,108.0,33.0,Matches,Atlanta United
Josh Cohen,USA,GK,31,2.3,84.0,70.0,84.0,0.0,0.0,0.0,84.0,0.0,0.0,,0.0,,50.0,274.0,210.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,Matches,Atlanta United
Ronald Hernández,VEN,DF,26,2.3,145.0,5.0,57.0,72.0,18.0,2.0,145.0,1.0,1.0,100.0,0.0,0.0,83.0,437.0,235.0,2.0,2.0,0.0,3.0,1.0,96.0,4.0,Matches,Atlanta United
Nicolas Firmino,USA,FW,23,1.8,74.0,1.0,9.0,43.0,24.0,4.0,74.0,4.0,1.0,25.0,3.0,75.0,50.0,267.0,143.0,3.0,2.0,0.0,4.0,4.0,56.0,10.0,Matches,Atlanta United
Ajani Fortune,TRI,MF,21,2.4,179.0,5.0,30.0,119.0,31.0,4.0,179.0,2.0,1.0,50.0,1.0,50.0,99.0,441.0,237.0,3.0,3.0,0.0,1.0,0.0,126.0,3.0,Matches,Atlanta United
Efrain Morales,BOL,DF,20,1.2,110.0,10.0,60.0,47.0,3.0,2.0,110.0,0.0,0.0,,0.0,,55.0,189.0,101.0,1.0,0.0,0.0,0.0,0.0,89.0,0.0,Matches,Atlanta United
Luke Brennan,USA,FW,19,0.8,21.0,0.0,2.0,7.0,13.0,3.0,21.0,5.0,3.0,60.0,2.0,40.0,17.0,116.0,27.0,1.0,1.0,0.0,2.0,2.0,17.0,4.0,Matches,Atlanta United
Derrick Etienne,HAI,FW,27,0.3,19.0,1.0,2.0,8.0,10.0,1.0,19.0,2.0,0.0,0.0,2.0,100.0,9.0,56.0,23.0,1.0,1.0,0.0,0.0,1.0,12.0,3.0,Matches,Atlanta United
Ruan,BRA,DF,29,15.7,735.0,30.0,208.0,246.0,290.0,35.0,735.0,43.0,16.0,37.2,23.0,53.5,404.0,3017.0,1714.0,50.0,31.0,16.0,23.0,7.0,447.0,111.0,Matches,CF Montréal
Jonathan Sirois,CAN,GK,22,16.0,630.0,513.0,627.0,3.0,0.0,0.0,630.0,0.0,0.0,,0.0,,345.0,1971.0,1060.0,0.0,0.0,0.0,0.0,0.0,273.0,1.0,Matches,CF Montréal
Joel Waterman,CAN,DF,28,15.6,1251.0,248.0,765.0,462.0,29.0,5.0,1251.0,7.0,5.0,71.4,1.0,14.3,763.0,3642.0,1571.0,2.0,3.0,0.0,3.0,4.0,864.0,4.0,Matches,CF Montréal
Ariel Lassiter,CRC,DF,29,14.4,625.0,18.0,115.0,277.0,239.0,24.0,625.0,26.0,9.0,34.6,15.0,57.7,390.0,1975.0,1091.0,42.0,22.0,10.0,33.0,8.0,464.0,77.0,Matches,CF Montréal
Mathieu Choiniere,CAN,MF,25,14.6,1011.0,36.0,238.0,522.0,260.0,15.0,1010.0,17.0,10.0,58.8,5.0,29.4,552.0,2606.0,1280.0,21.0,22.0,4.0,23.0,8.0,712.0,30.0,Matches,CF Montréal
Samuel Piette,CAN,MF,29,14.1,913.0,38.0,270.0,532.0,116.0,11.0,913.0,3.0,0.0,0.0,3.0,100.0,442.0,1514.0,664.0,4.0,6.0,0.0,8.0,6.0,642.0,4.0,Matches,CF Montréal
Bryce Duke,USA,MF,23,11.6,658.0,4.0,82.0,309.0,274.0,24.0,658.0,26.0,7.0,26.9,17.0,65.4,409.0,1635.0,789.0,13.0,26.0,3.0,44.0,16.0,526.0,62.0,Matches,CF Montréal
George Campbell,USA,DF,22,11.1,802.0,88.0,364.0,388.0,56.0,6.0,802.0,12.0,6.0,50.0,6.0,50.0,463.0,2130.0,1191.0,18.0,9.0,1.0,8.0,4.0,523.0,9.0,Matches,CF Montréal
Fernando Álvarez,COL,DF,20,10.3,607.0,61.0,284.0,297.0,30.0,3.0,607.0,4.0,1.0,25.0,3.0,75.0,328.0,1269.0,667.0,8.0,8.0,0.0,4.0,0.0,393.0,4.0,Matches,CF Montréal
Gabriele Corbo,ITA,DF,24,9.9,653.0,99.0,357.0,246.0,51.0,5.0,653.0,2.0,2.0,100.0,0.0,0.0,351.0,1441.0,772.0,6.0,2.0,0.0,9.0,0.0,422.0,5.0,Matches,CF Montréal
Joaquin Sosa,URU,DF,22,7.6,512.0,34.0,178.0,241.0,96.0,18.0,512.0,9.0,6.0,66.7,2.0,22.2,264.0,1417.0,801.0,12.0,5.0,2.0,12.0,3.0,335.0,32.0,Matches,CF Montréal
Matías Cóccaro,URU,FW,26,4.6,162.0,7.0,19.0,68.0,76.0,25.0,160.0,9.0,4.0,44.4,5.0,55.6,88.0,358.0,159.0,4.0,5.0,2.0,9.0,3.0,114.0,20.0,Matches,CF Montréal
Jules-Anthony Vilsaint,CAN,MF,21,5.2,157.0,5.0,16.0,79.0,66.0,18.0,157.0,7.0,2.0,28.6,4.0,57.1,104.0,564.0,280.0,8.0,8.0,2.0,10.0,5.0,122.0,27.0,Matches,CF Montréal
Sunusi Ibrahim,NGA,FW,21,6.5,271.0,6.0,29.0,150.0,94.0,28.0,271.0,9.0,6.0,66.7,3.0,33.3,137.0,743.0,340.0,11.0,7.0,4.0,21.0,10.0,184.0,38.0,Matches,CF Montréal
Dominik Yankov,BUL,MF,23,5.6,232.0,3.0,33.0,105.0,98.0,21.0,232.0,21.0,8.0,38.1,11.0,52.4,147.0,910.0,297.0,7.0,7.0,5.0,22.0,15.0,172.0,32.0,Matches,CF Montréal
Raheem Edwards,CAN,DF,28,4.9,269.0,14.0,65.0,113.0,93.0,6.0,269.0,18.0,10.0,55.6,7.0,38.9,153.0,671.0,305.0,3.0,8.0,0.0,13.0,9.0,184.0,25.0,Matches,CF Montréal
Nathan-Dylan Saliba,CAN,MF,19,3.5,191.0,18.0,62.0,113.0,20.0,1.0,191.0,6.0,6.0,100.0,0.0,0.0,98.0,589.0,320.0,6.0,1.0,1.0,7.0,2.0,126.0,4.0,Matches,CF Montréal
Mason Toye,USA,FW,25,3.3,89.0,1.0,5.0,53.0,31.0,9.0,89.0,5.0,1.0,20.0,4.0,80.0,48.0,330.0,109.0,8.0,0.0,5.0,8.0,3.0,64.0,12.0,Matches,CF Montréal
Josef Martínez,VEN,FW,31,4.2,129.0,4.0,13.0,70.0,47.0,17.0,129.0,6.0,3.0,50.0,3.0,50.0,83.0,340.0,155.0,6.0,3.0,2.0,3.0,7.0,101.0,22.0,Matches,CF Montréal
Victor Wanyama,KEN,MF,32,2.8,172.0,12.0,59.0,100.0,14.0,0.0,172.0,3.0,2.0,66.7,1.0,33.3,98.0,401.0,155.0,1.0,1.0,0.0,4.0,2.0,117.0,1.0,Matches,CF Montréal
Rida Zouhir,CAN,MF,20,2.0,152.0,4.0,31.0,87.0,34.0,1.0,152.0,3.0,2.0,66.7,1.0,33.3,88.0,376.0,157.0,1.0,1.0,0.0,2.0,2.0,119.0,1.0,Matches,CF Montréal
Sebastian Breza,CAN,GK,26,1.0,42.0,39.0,42.0,0.0,0.0,0.0,42.0,0.0,0.0,,0.0,,14.0,66.0,50.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,Matches,CF Montréal
Kwadwo Opoku,GHA,MF,22,0.6,24.0,1.0,5.0,9.0,11.0,1.0,24.0,2.0,1.0,50.0,1.0,50.0,14.0,77.0,35.0,2.0,1.0,0.0,3.0,0.0,15.0,4.0,Matches,CF Montréal
Lassi Lappalainen,FIN,DF,25,0.7,46.0,2.0,10.0,17.0,19.0,2.0,46.0,5.0,4.0,80.0,1.0,20.0,22.0,124.0,50.0,1.0,0.0,0.0,2.0,1.0,27.0,4.0,Matches,CF Montréal
Alessandro Biello,CAN,MF,18,0.2,16.0,1.0,2.0,11.0,3.0,0.0,16.0,0.0,0.0,,0.0,,13.0,38.0,5.0,0.0,0.0,0.0,0.0,2.0,11.0,0.0,Matches,CF Montréal
Ousman jabang,USA,DF,23,0.0,10.0,0.0,8.0,0.0,2.0,0.0,10.0,0.0,0.0,,0.0,,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,Matches,CF Montréal
Hugo Cuypers,BEL,FW,27,16.5,548.0,21.0,40.0,270.0,243.0,72.0,548.0,25.0,6.0,24.0,19.0,76.0,277.0,1568.0,592.0,20.0,10.0,12.0,44.0,18.0,342.0,78.0,Matches,Chicago Fire
Christopher Brady,USA,GK,20,17.0,518.0,435.0,513.0,5.0,0.0,0.0,518.0,0.0,0.0,,0.0,,255.0,1136.0,627.0,0.0,0.0,0.0,1.0,0.0,174.0,0.0,Matches,Chicago Fire
Rafael Czichos,GER,DF,34,15.8,1059.0,126.0,518.0,506.0,39.0,15.0,1059.0,3.0,2.0,66.7,0.0,0.0,635.0,3258.0,1949.0,8.0,9.0,0.0,10.0,3.0,726.0,4.0,Matches,Chicago Fire
Allan Arigoni,SUI,DF,25,15.2,975.0,47.0,331.0,422.0,226.0,19.0,975.0,36.0,12.0,33.3,23.0,63.9,511.0,2689.0,1369.0,32.0,28.0,8.0,25.0,19.0,596.0,73.0,Matches,Chicago Fire
Kellyn Acosta,USA,MF,28,14.6,865.0,11.0,164.0,504.0,203.0,7.0,865.0,21.0,11.0,52.4,10.0,47.6,491.0,2096.0,807.0,12.0,11.0,1.0,17.0,11.0,585.0,22.0,Matches,Chicago Fire
Fabian Herbers,GER,MF,30,14.6,791.0,22.0,136.0,428.0,243.0,36.0,791.0,23.0,9.0,39.1,10.0,43.5,439.0,2369.0,1209.0,38.0,27.0,5.0,19.0,13.0,516.0,45.0,Matches,Chicago Fire
Brian Gutiérrez,USA,FW,20,13.4,712.0,7.0,84.0,348.0,288.0,45.0,711.0,41.0,13.0,31.7,26.0,63.4,427.0,2200.0,1045.0,30.0,31.0,10.0,27.0,8.0,505.0,59.0,Matches,Chicago Fire
Maren Haile-Selassie,SUI,FW,25,10.0,440.0,8.0,53.0,171.0,221.0,42.0,440.0,31.0,10.0,32.3,21.0,67.7,285.0,1584.0,713.0,22.0,19.0,9.0,21.0,13.0,343.0,98.0,Matches,Chicago Fire
Carlos Terán,COL,DF,23,9.7,679.0,85.0,366.0,271.0,43.0,14.0,679.0,2.0,1.0,50.0,1.0,50.0,361.0,1396.0,483.0,0.0,0.0,0.0,12.0,2.0,416.0,0.0,Matches,Chicago Fire
Mauricio Pineda,USA,DF,26,9.3,601.0,51.0,304.0,271.0,29.0,5.0,601.0,5.0,2.0,40.0,3.0,60.0,367.0,1692.0,915.0,3.0,2.0,0.0,8.0,5.0,421.0,5.0,Matches,Chicago Fire
Xherdan Shaqiri,SUI,MF,32,8.2,458.0,2.0,44.0,232.0,184.0,9.0,456.0,13.0,5.0,38.5,6.0,46.2,293.0,1287.0,403.0,9.0,9.0,2.0,10.0,14.0,350.0,41.0,Matches,Chicago Fire
Chris Mueller,USA,FW,27,7.1,347.0,7.0,57.0,139.0,157.0,32.0,347.0,20.0,7.0,35.0,12.0,60.0,220.0,1573.0,774.0,29.0,13.0,9.0,18.0,8.0,233.0,49.0,Matches,Chicago Fire
Andrew Gutman,USA,DF,27,5.7,350.0,21.0,126.0,134.0,92.0,21.0,350.0,12.0,5.0,41.7,7.0,58.3,180.0,825.0,439.0,12.0,9.0,3.0,15.0,6.0,202.0,24.0,Matches,Chicago Fire
Tobias Salquist,DEN,DF,29,5.0,308.0,55.0,187.0,120.0,5.0,1.0,308.0,0.0,0.0,,0.0,,190.0,987.0,525.0,1.0,1.0,0.0,1.0,0.0,198.0,0.0,Matches,Chicago Fire
Arnaud Souquet,FRA,DF,32,6.4,435.0,20.0,162.0,180.0,95.0,7.0,435.0,8.0,3.0,37.5,4.0,50.0,226.0,982.0,508.0,11.0,6.0,2.0,4.0,3.0,284.0,26.0,Matches,Chicago Fire
Jonathan Dean,USA,DF,27,6.0,318.0,18.0,90.0,133.0,100.0,4.0,318.0,6.0,3.0,50.0,3.0,50.0,146.0,779.0,400.0,11.0,9.0,2.0,5.0,5.0,163.0,36.0,Matches,Chicago Fire
Gastón Giménez,PAR,MF,32,5.7,380.0,21.0,113.0,236.0,35.0,2.0,380.0,7.0,3.0,42.9,4.0,57.1,216.0,1089.0,439.0,4.0,3.0,0.0,4.0,5.0,230.0,1.0,Matches,Chicago Fire
Federico Navarro,ARG,MF,24,4.8,272.0,21.0,97.0,159.0,18.0,2.0,272.0,6.0,2.0,33.3,4.0,66.7,135.0,655.0,204.0,1.0,2.0,1.0,6.0,4.0,130.0,2.0,Matches,Chicago Fire
Georgios Koutsias,GRE,FW,20,4.6,126.0,1.0,15.0,57.0,57.0,17.0,126.0,8.0,4.0,50.0,4.0,50.0,72.0,660.0,228.0,7.0,8.0,6.0,14.0,2.0,78.0,18.0,Matches,Chicago Fire
Tom Barlow,USA,FW,28,4.0,133.0,7.0,18.0,49.0,68.0,17.0,133.0,1.0,1.0,100.0,0.0,0.0,73.0,403.0,93.0,5.0,3.0,1.0,14.0,3.0,94.0,27.0,Matches,Chicago Fire
Chase Gasper,USA,DF,28,2.7,171.0,16.0,68.0,68.0,36.0,2.0,171.0,6.0,6.0,100.0,0.0,0.0,89.0,313.0,171.0,3.0,2.0,0.0,3.0,0.0,98.0,10.0,Matches,Chicago Fire
Spencer Richey,USA,GK,32,1.0,33.0,30.0,33.0,0.0,0.0,0.0,33.0,0.0,0.0,,0.0,,16.0,71.0,35.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,Matches,Chicago Fire
Omari Glasgow,GUY,MF,20,0.4,27.0,1.0,3.0,8.0,16.0,3.0,27.0,1.0,0.0,0.0,1.0,100.0,17.0,155.0,38.0,1.0,1.0,2.0,2.0,2.0,13.0,6.0,Matches,Chicago Fire
Wyatt Omsberg,USA,DF,28,0.2,8.0,2.0,8.0,0.0,0.0,0.0,8.0,0.0,0.0,,0.0,,4.0,13.0,1.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,Matches,Chicago Fire
Javier Casas,USA,MF,21,0.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,,0.0,,2.0,37.0,18.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,Matches,Chicago Fire
Carles Gil,ESP,MF,31,16.0,1205.0,6.0,117.0,609.0,502.0,34.0,1205.0,74.0,33.0,44.6,31.0,41.9,814.0,6462.0,3127.0,96.0,76.0,13.0,30.0,20.0,921.0,103.0,Matches,New England Revolution
Nick Lima,USA,DF,29,13.5,805.0,65.0,301.0,320.0,188.0,15.0,805.0,11.0,4.0,36.4,6.0,54.5,393.0,1573.0,826.0,20.0,10.0,4.0,16.0,13.0,465.0,58.0,Matches,New England Revolution
Matt Polster,USA,MF,31,13.3,946.0,31.0,251.0,597.0,105.0,13.0,946.0,10.0,5.0,50.0,4.0,40.0,521.0,1973.0,880.0,4.0,9.0,1.0,17.0,11.0,703.0,15.0,Matches,New England Revolution
Giacomo Vrioni,ALB,FW,25,12.8,285.0,4.0,16.0,136.0,137.0,49.0,285.0,15.0,5.0,33.3,10.0,66.7,152.0,802.0,297.0,12.0,6.0,8.0,30.0,19.0,204.0,57.0,Matches,New England Revolution
Henry Kessler,USA,DF,25,12.0,948.0,117.0,617.0,324.0,14.0,7.0,948.0,5.0,3.0,60.0,2.0,40.0,540.0,2540.0,1309.0,6.0,0.0,0.0,6.0,3.0,675.0,2.0,Matches,New England Revolution
DeJuan Jones,USA,DF,26,10.7,794.0,48.0,263.0,350.0,189.0,27.0,794.0,18.0,5.0,27.8,12.0,66.7,418.0,2189.0,976.0,24.0,11.0,5.0,20.0,10.0,500.0,71.0,Matches,New England Revolution
Tomás Chancalay,ARG,FW,25,10.3,472.0,8.0,55.0,199.0,223.0,46.0,472.0,30.0,20.0,66.7,10.0,33.3,285.0,1791.0,768.0,21.0,20.0,8.0,22.0,20.0,339.0,78.0,Matches,New England Revolution
David Romney,USA,DF,31,9.5,777.0,124.0,474.0,290.0,15.0,7.0,777.0,1.0,1.0,100.0,0.0,0.0,377.0,1480.0,763.0,3.0,0.0,0.0,1.0,1.0,528.0,1.0,Matches,New England Revolution
Esmir Bajraktarevic,USA,FW,19,9.4,407.0,9.0,58.0,165.0,194.0,39.0,407.0,21.0,13.0,61.9,7.0,33.3,261.0,1923.0,837.0,26.0,16.0,11.0,24.0,11.0,291.0,67.0,Matches,New England Revolution
Mark-Anthony Kaye,CAN,MF,29,9.0,660.0,24.0,190.0,394.0,82.0,11.0,660.0,10.0,7.0,70.0,3.0,30.0,315.0,1403.0,729.0,10.0,10.0,1.0,12.0,7.0,400.0,8.0,Matches,New England Revolution
Henrich Ravas,SVK,GK,26,8.0,251.0,225.0,249.0,2.0,0.0,0.0,251.0,0.0,0.0,,0.0,,119.0,586.0,390.0,0.0,0.0,0.0,0.0,1.0,99.0,0.0,Matches,New England Revolution
Xavier Arreaga,ECU,DF,29,8.0,589.0,87.0,385.0,193.0,13.0,5.0,589.0,2.0,2.0,100.0,0.0,0.0,326.0,1558.0,790.0,4.0,3.0,0.0,3.0,1.0,409.0,0.0,Matches,New England Revolution
